28166	6	0
28396	6	0
28420	6	0
28433	6	0
28434	6	0
28547	6	0
28675	6	0
28714	6	0
28719	6	0
28722	6	0
28724	6	0
27025	7	0
27243	7	0
27249	7	0
27310	7	1
27376	7	0
27521	7	0
27523	7	0
27542	7	1
27830	7	1
27949	7	0
28107	7	0
28114	7	0
28119	7	0
28135	7	0
28318	7	0
28320	7	0
28387	7	2
28441	7	0
28478	7	0
28642	7	0
27040	8	0
27043	8	0
27208	8	0
27301	8	2
27589	8	0
27807	8	0
27863	8	0
27891	8	1
27958	8	0
28327	8	0
28385	8	0
28460	8	1
28465	8	0
28516	8	2
28525	8	0
28538	8	0
28782	8	0
28787	8	0
27258	9	0
27356	9	1
27503	9	0
27844	9	0
27852	9	0
27970	9	3
28103	9	0
28167	9	0
28399	9	1
28423	9	0
28445	9	0
28574	9	0
28586	9	0
28607	9	0
28690	9	0
27013	10	0
27299	10	0
27574	10	0
27805	10	0
27855	10	1
28339	10	0
28359	10	0
28392	10	1
28461	10	1
28726	10	1
28804	10	0
27052	11	0
27214	11	1
27306	11	0
27524	11	0
27569	11	0
27583	11	0
27882	11	0
28124	11	1
28351	11	0
28372	11	0
28635	11	0
28761	11	0
28786	11	0
28801	11	0
27051	12	0
27229	12	0
27282	12	0
27341	12	0
27358	12	1
27408	12	0
27883	12	1
28393	12	0
28634	12	0
28669	12	0
28716	12	0
28906	12	1
27011	13	0
27212	13	0
27371	13	0
27573	13	1
27820	13	2
27828	13	0
28016	13	0
28164	13	0
28401	13	0
28464	13	0
28631	13	0
28638	13	0
28665	13	0
27239	14	0
27248	14	0
27320	14	2
27357	14	1
27377	14	0
28001	14	4
28086	14	1
28315	14	1
28430	14	0
28513	14	0
28805	14	1
27017	15	0
27305	15	1
27871	15	1
27962	15	0
28207	15	0
28382	15	0
28606	15	0
28621	15	0
27409	16	1
27596	16	0
27607	16	0
28344	16	1
28357	16	0
28405	16	0
28451	16	0
28570	16	1
28572	16	0
28602	16	0
28731	16	0
28739	16	0
28779	16	1
27207	17	0
27288	17	0
27851	17	0
28150	17	1
28159	17	0
28585	17	1
27518	18	0
27527	18	0
27809	18	1
27887	18	0
27944	18	1
28021	18	0
28036	18	1
28037	18	0
28120	18	1
28409	18	1
28439	18	1
28443	18	0
28546	18	0
27403	19	1
27525	19	0
27563	19	0
27822	19	1
27832	19	0
27906	19	0
27932	19	1
28152	19	0
28204	19	1
28326	19	1
28540	19	0
27006	20	2
27012	20	0
27045	20	0
27539	20	1
27924	20	0
28092	20	0
28138	20	0
28681	20	0
28773	20	4
27355	21	0
27370	21	0
27540	21	0
27617	21	0
27823	21	0
27889	21	0
28023	21	0
28034	21	2
28337	21	0
28366	21	0
28530	21	0
28752	21	1
27021	22	0
27601	22	0
27614	22	0
28630	22	0
27018	23	1
27023	23	1
27560	23	0
27892	23	2
27986	23	0
28012	23	0
27020	24	0
27101	24	0
28174	24	1
28425	24	1
28613	24	1
28704	24	0
28715	24	1
27455	25	2
27510	25	1
28390	25	1
28450	25	3
27209	26	2
27410	26	1
27501	26	1
27576	26	1
27591	26	0
28160	26	1
28403	26	0
28411	26	2
28654	26	0
28658	26	0
27522	27	0
27592	27	0
27856	27	1
28371	27	2
27505	28	0
27511	28	2
27613	28	0
28303	28	0
28312	28	0
28412	28	0
28580	28	2
28803	28	2
27897	29	1
28056	29	1
27526	30	0
27612	30	2
27864	30	1
27910	30	1
28364	30	0
27302	31	0
28075	31	3
28104	31	3
28134	31	1
28170	31	0
28270	31	1
28590	33	1
27504	34	1
28341	34	0
28518	34	1
27253	35	0
27298	35	0
27597	35	1
27606	35	1
27803	35	2
28508	35	0
28625	35	0
27215	36	3
28203	36	0
27028	37	0
27519	37	1
27615	37	0
28173	37	0
27401	38	2
28383	38	0
27513	39	1
28054	39	1
28202	39	0
28352	39	0
28560	39	1
27278	40	0
28043	40	2
27263	41	0
28052	41	0
27317	42	1
27577	42	0
28079	43	2
28206	43	0
28340	43	1
28466	43	0
27801	44	3
27869	44	8
28081	44	0
28345	44	1
28551	44	1
28578	44	1
28311	45	2
28117	46	1
27292	47	2
27313	47	7
27858	47	1
28651	47	0
27316	48	1
27516	48	3
27517	48	0
27701	48	2
28501	48	2
27529	49	0
27983	49	1
28677	49	2
27502	50	0
28301	50	1
28334	50	1
28601	50	1
28278	51	1
28333	51	0
28360	51	1
28431	51	4
28083	52	1
28115	52	2
28386	52	0
28458	52	2
27896	55	0
28146	55	0
27055	57	0
27609	57	1
28209	57	0
28226	59	2
28453	59	1
28645	59	2
28348	60	1
28374	63	6
27284	64	1
28211	64	7
27030	65	1
27870	65	1
28139	65	2
28306	65	2
28791	65	8
27262	66	1
27406	67	9
27603	67	0
28078	67	3
27804	68	0
27537	70	3
27886	71	5
28379	73	1
27514	74	16
28463	74	9
28472	74	3
27909	76	7
28806	76	2
27565	77	0
27587	77	3
27103	80	1
28504	80	4
28031	81	14
28349	82	3
27104	83	1
28262	87	0
27549	89	20
28304	89	2
27360	90	0
27545	90	13
28562	90	2
27312	91	17
27520	92	14
27604	93	2
28277	93	5
28377	93	0
27295	94	9
28105	94	6
27127	95	1
28025	95	3
27534	98	1
27546	99	16
27712	99	17
27713	99	2
28314	100	2
27530	102	2
28384	103	0
27205	104	2
27106	106	1
27834	106	0
28110	107	6
28214	112	1
27616	113	1
28112	113	4
27407	116	5
27265	117	6
27332	117	0
28697	118	0
28398	120	4
27707	123	1
27217	124	9
27260	127	5
27405	129	4
27509	131	8
27105	133	0
28273	135	1
27536	136	15
27703	136	3
27893	142	6
28216	143	2
28376	144	0
28213	147	1
27704	153	2
28208	154	5
28365	159	11
28144	160	7
28227	160	3
28212	163	1
28027	167	9
27107	169	2
28792	171	31
28210	173	1
27203	178	2
28205	185	6
28358	187	3
28269	188	5
28328	190	0
28659	191	1
28655	198	14
28217	219	0
28215	230	3
28147	246	18
27330	252	3
27610	284	8
27705	300	30
27344	379	2
27533	459	2
