27007	1	0
27053	1	0
27054	1	0
27140	1	0
27157	1	0
27216	1	0
27256	1	0
27268	1	0
27291	1	0
27293	1	0
27315	1	0
27331	1	0
27343	1	0
27416	1	0
27506	1	0
27512	1	1
27515	1	0
27531	1	0
27555	1	0
27562	1	0
27578	1	0
27619	1	0
27627	1	0
27655	1	0
27661	1	0
27708	1	0
27806	1	0
27814	1	0
27843	1	0
27857	1	0
27877	1	0
27885	1	0
27894	1	0
27915	1	0
27922	1	0
27929	1	0
27935	1	0
27942	1	0
27950	1	0
27966	1	0
27968	1	0
27979	1	0
28009	1	0
28026	1	0
28032	1	0
28033	1	0
28039	1	0
28051	1	0
28076	1	0
28082	1	1
28102	1	0
28108	1	0
28109	1	0
28168	1	0
28218	1	0
28219	1	0
28231	1	0
28232	1	0
28299	1	0
28310	1	0
28342	1	0
28380	1	0
28436	1	0
28442	1	0
28447	1	0
28448	1	0
28452	1	0
28479	1	0
28510	1	0
28511	1	0
28512	1	0
28541	1	0
28543	1	1
28553	1	0
28554	1	0
28575	1	0
28582	1	0
28594	1	0
28615	1	0
28623	1	0
28627	1	0
28657	1	0
28668	1	0
28676	1	0
28678	1	0
28682	1	0
28692	1	0
28693	1	0
28702	1	0
28718	1	0
28746	1	0
28751	1	0
28753	1	0
28754	1	0
28758	1	0
28763	1	0
28766	1	0
28783	1	0
28788	1	0
27019	2	0
27041	2	0
27047	2	0
27109	2	0
27213	2	0
27233	2	0
27247	2	0
27350	2	0
27541	2	0
27551	2	0
27808	2	0
27812	2	0
27813	2	0
27816	2	0
27818	2	0
27842	2	0
27845	2	0
27853	2	0
27860	2	0
27865	2	0
27880	2	0
27928	2	0
27938	2	0
27946	2	0
27948	2	0
27976	2	0
27982	2	0
28071	2	0
28073	2	1
28091	2	0
28098	2	0
28111	2	0
28127	2	0
28137	2	0
28163	2	0
28237	2	0
28272	2	0
28330	2	0
28332	2	0
28343	2	0
28363	2	0
28369	2	1
28391	2	0
28395	2	0
28435	2	0
28457	2	0
28459	2	0
28526	2	0
28532	2	1
28557	2	0
28573	2	1
28605	2	0
28610	2	0
28612	2	0
28617	2	0
28619	2	0
28626	2	0
28636	2	0
28643	2	0
28683	2	0
28684	2	0
28694	2	0
28701	2	0
28705	2	0
28713	2	0
28721	2	0
28729	2	0
28730	2	0
28762	2	0
28785	2	0
28789	2	0
28790	2	0
27009	3	0
27042	3	0
27508	3	0
27572	3	0
27699	3	0
27702	3	0
27709	3	0
27819	3	0
27829	3	0
27849	3	0
27866	3	0
27926	3	0
28125	3	0
28307	3	0
28325	3	0
28347	3	0
28373	3	0
28429	3	0
28444	3	0
28455	3	1
28456	3	0
28462	3	0
28469	3	0
28523	3	0
28555	3	0
28571	3	0
28644	3	0
28649	3	0
28711	3	0
28732	3	0
28759	3	1
28768	3	0
28778	3	0
28793	3	0
28901	3	0
28902	3	0
28904	3	0
27024	4	0
27050	4	0
27244	4	0
27281	4	0
27507	4	0
27571	4	0
27817	4	0
27839	4	0
27840	4	1
27873	4	0
27874	4	0
27878	4	0
27890	4	0
27967	4	1
28072	4	0
28088	4	0
28097	4	0
28129	4	0
28133	4	0
28323	4	0
28329	4	0
28356	4	1
28362	4	0
28467	4	1
28480	4	0
28521	4	0
28529	4	0
28539	4	0
28542	4	0
28584	4	0
28609	4	0
28637	4	0
28660	4	0
28673	4	0
28712	4	0
28723	4	0
28734	4	1
28740	4	0
28777	4	0
28905	4	0
27326	5	0
27349	5	0
27544	5	0
27553	5	0
27557	5	0
27605	5	0
27837	5	0
27847	5	0
27850	5	0
27876	5	0
27888	5	0
27925	5	0
27937	5	0
27957	5	0
27959	5	1
28018	5	0
28090	5	1
28128	5	0
28305	5	1
28338	5	0
28394	5	0
28422	5	0
28428	5	0
28432	5	0
28438	5	0
28470	5	0
28624	5	0
28640	5	0
28650	5	0
28670	5	0
28685	5	0
28689	5	0
28748	5	1
28756	5	0
27048	6	0
27252	6	1
27283	6	0
27325	6	0
27379	6	0
27581	6	0
27608	6	0
27831	6	0
28040	6	0
28080	6	0
